DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_0878,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. Force, comp., American Archives, 4th, III, 1138.",doc,/TaggedPDF-doc/div/doc[878]/src
NDAR_V02_0879,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[879]/src
NDAR_V02_0880,"Public Record Office, London",,"1. PRO, Colonial Office, 5/1353.",doc,/TaggedPDF-doc/div/doc[880]/src
NDAR_V02_0881,,,"1. Collections of the New Hampshire Historical Society, VII, 23.",doc,/TaggedPDF-doc/div/doc[881]/src
NDAR_V02_0882,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[882]/src
NDAR_V02_0883,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Greene Papers, CL.",doc,/TaggedPDF-doc/div/doc[883]/src
NDAR_V02_0884,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[884]/src
NDAR_V02_0885,,,"1. Mass.Arch.,vol.180, 211a, 211b.",doc,/TaggedPDF-doc/div/doc[885]/src
NDAR_V02_0887,"Public Record Office, London",,"1. PRO, Admiralty 51/600.",doc,/TaggedPDF-doc/div/doc[887]/src
NDAR_V02_0888,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[888]/src
NDAR_V02_0889,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 626.",doc,/TaggedPDF-doc/div/doc[889]/src
NDAR_V02_0891,,,"1. Captain George Hastings, of the transport Rebecca & Francis.",doc,/TaggedPDF-doc/div/doc[891]/src
NDAR_V02_0892,,,"1. Pennsylvania Colonial Records, X, 378-379.",doc,/TaggedPDF-doc/div/doc[892]/src
NDAR_V02_0893,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 159, 160.",doc,/TaggedPDF-doc/div/doc[893]/src
NDAR_V02_0895,"Library of Congress, Washington",,"1. Baltimore Committee, LC.",doc,/TaggedPDF-doc/div/doc[895]/src
NDAR_V02_0896,"Public Record Office, London",,"1. PRO, Admiralty 51/506.",doc,/TaggedPDF-doc/div/doc[896]/src
NDAR_V02_0897,"New York Public Library, New York",,"1. Emmet Autograph Collection, NYPL.",doc,/TaggedPDF-doc/div/doc[897]/src
NDAR_V02_0898,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 44b.",doc,/TaggedPDF-doc/div/doc[898]/src
NDAR_V02_0899,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 53b.",doc,/TaggedPDF-doc/div/doc[899]/src
NDAR_V02_0900,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[900]/src
NDAR_V02_0901,"Maine Historical Society, Portland",,1. MeHS.,doc,/TaggedPDF-doc/div/doc[901]/src
NDAR_V02_0902,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 138, 252.",doc,/TaggedPDF-doc/div/doc[902]/src
NDAR_V02_0903,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[903]/src
NDAR_V02_0904,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[904]/src
NDAR_V02_0905,"National Archives, Washington",,"1. Papers CC (Letters of George Washington), 152, I, 241-242, NA.",doc,/TaggedPDF-doc/div/doc[905]/src
NDAR_V02_0906,"Library of Congress, Washington",,"1. Washington Papers, LC; enclosed in Washington to Hancock, October 24, 1775.",doc,/TaggedPDF-doc/div/doc[906]/src
NDAR_V02_0907,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[907]/src
NDAR_V02_0908,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[908]/src
NDAR_V02_0909,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. Force, comp., American Archives, 4th, III, 1168.",doc,/TaggedPDF-doc/div/doc[909]/src
NDAR_V02_0910,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[910]/src
NDAR_V02_0911,,,"1. New York Provincial Congress, I, 183, 184.",doc,/TaggedPDF-doc/div/doc[911]/src
NDAR_V02_0912,,,"1. New Jersey Provincial Congress, 224, 227-228.",doc,/TaggedPDF-doc/div/doc[912]/src
NDAR_V02_0913,,,"1. Pennsylvania Colonial Records, X, 380-381.",doc,/TaggedPDF-doc/div/doc[913]/src
NDAR_V02_0914,,,"1. Bernhard Knollenberg, ed., Correspondence of Governor Samuel Ward May 1775-March 1776 (Providence, 1952), 112-114. Hereafter cited as Knollenberg, ed., Ward Papers.",doc,/TaggedPDF-doc/div/doc[914]/src
NDAR_V02_0915,,"Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952).","1. Boyd, ed., Jefferson Papers, I, 248-249. Jefferson had received a somewhat garbled account of the shipwreck of the Rebecca & Francis.",doc,/TaggedPDF-doc/div/doc[915]/src
NDAR_V02_0916,,,1. The Rebecca & Francis.,doc,/TaggedPDF-doc/div/doc[916]/src
NDAR_V02_0917,"Harvard University Library, Cambridge",,1. HUL.,doc,/TaggedPDF-doc/div/doc[917]/src
NDAR_V02_0918,"Public Record Office, London",,"1. PRO, Colonial Office, 5/555.",doc,/TaggedPDF-doc/div/doc[918]/src
NDAR_V02_0919,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. Force, comp., American Archives, 4th, III, 1185.",doc,/TaggedPDF-doc/div/doc[919]/src
NDAR_V02_0920,"Massachusetts Historical Society, Boston",,"1. Elbridge Gerry Papers, Folder 1772-1779, MassHS.",doc,/TaggedPDF-doc/div/doc[920]/src
NDAR_V02_0921,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[921]/src
NDAR_V02_0922,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[922]/src
NDAR_V02_0923,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 180, 211.",doc,/TaggedPDF-doc/div/doc[923]/src
NDAR_V02_0924,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[924]/src
NDAR_V02_0925,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[925]/src
NDAR_V02_0926,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[926]/src
NDAR_V02_0927,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[927]/src
NDAR_V02_0928,,,"1. Collections of the Rhode Island Historical Society, VI, 132, 133.",doc,/TaggedPDF-doc/div/doc[928]/src
NDAR_V02_0929,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[929]/src
NDAR_V02_0930,"Library of Congress, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 143, NA; a copy in John Hancock Papers, III, LC. Continuation of letter begun October 21.",doc,/TaggedPDF-doc/div/doc[930]/src
NDAR_V02_0931,"Public Record Office, London",,"1. PRO, Admiralty 51/67.",doc,/TaggedPDF-doc/div/doc[931]/src
NDAR_V02_0932,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 305, 306.",doc,/TaggedPDF-doc/div/doc[932]/src
NDAR_V02_0933,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 163, 164.",doc,/TaggedPDF-doc/div/doc[933]/src
NDAR_V02_0934,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1776], Part I, 316, 317.",doc,/TaggedPDF-doc/div/doc[934]/src
NDAR_V02_0935,"Maine Historical Society, Portland",,1. MeHS Collections (Copy).,doc,/TaggedPDF-doc/div/doc[935]/src
NDAR_V02_0936,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[936]/src
NDAR_V02_0937,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[937]/src
NDAR_V02_0938,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 45-47.",doc,/TaggedPDF-doc/div/doc[938]/src
NDAR_V02_0939,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[939]/src
NDAR_V02_0940,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[940]/src
NDAR_V02_0941,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 628.",doc,/TaggedPDF-doc/div/doc[941]/src
NDAR_V02_0942,"Library of Congress, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 246, NA; a copy in John Hancock Papers, III, LC. Conclusion of letter begun October 21.",doc,/TaggedPDF-doc/div/doc[942]/src
NDAR_V02_0944,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 306-308.",doc,/TaggedPDF-doc/div/doc[944]/src
NDAR_V02_0945,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 631.",doc,/TaggedPDF-doc/div/doc[945]/src
NDAR_V02_0946,,,"1. Pinkney's Virginia Gazette, October 26, 1775.",doc,/TaggedPDF-doc/div/doc[946]/src
NDAR_V02_0947,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[947]/src
NDAR_V02_0948,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[948]/src
NDAR_V02_0949,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 633-634.",doc,/TaggedPDF-doc/div/doc[949]/src
NDAR_V02_0950,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 634.",doc,/TaggedPDF-doc/div/doc[950]/src
NDAR_V02_0951,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 632.",doc,/TaggedPDF-doc/div/doc[951]/src
NDAR_V02_0952,,,"1. Collections of the New Hampshire Historical Society, VII, 23.",doc,/TaggedPDF-doc/div/doc[952]/src
NDAR_V02_0953,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[953]/src
NDAR_V02_0954,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[954]/src
NDAR_V02_0955,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 154, BM.",doc,/TaggedPDF-doc/div/doc[955]/src
NDAR_V02_0956,"Library of Congress, Washington",,"1. Prizes and Captures, Nos. 93 and 381, LC. See footnote to Stephen Sampson's bill of October 12, 1775. Watson was the Continental agent at Plymouth.",doc,/TaggedPDF-doc/div/doc[956]/src
NDAR_V02_0957,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[957]/src
NDAR_V02_0958,,,"1. New York Provincial Congress, I, 186.",doc,/TaggedPDF-doc/div/doc[958]/src
NDAR_V02_0959,,,"1. Pennsylvania Colonial Records, X, 382-383.",doc,/TaggedPDF-doc/div/doc[959]/src
NDAR_V02_0960,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[960]/src
NDAR_V02_0962,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 168, 169.",doc,/TaggedPDF-doc/div/doc[962]/src
NDAR_V02_0963,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[963]/src
NDAR_V02_0964,,,"1. New York Gazette, November 13, 1775.",doc,/TaggedPDF-doc/div/doc[964]/src
NDAR_V02_0965,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[965]/src
NDAR_V02_0966,,,"1. See New York Journal, October 26, 1775.",doc,/TaggedPDF-doc/div/doc[966]/src
NDAR_V02_0967,"Library of Congress, Washington",,"1. Prizes and Captures, No. 383, LC.",doc,/TaggedPDF-doc/div/doc[967]/src
NDAR_V02_0968,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[968]/src
NDAR_V02_0969,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 630.",doc,/TaggedPDF-doc/div/doc[969]/src
NDAR_V02_0971,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 309.",doc,/TaggedPDF-doc/div/doc[971]/src
NDAR_V02_0972,,,"1. London Chronicle, December 12 to December 14, 1775.",doc,/TaggedPDF-doc/div/doc[972]/src
NDAR_V02_0973,,,"1. Pennsylvania Colonial Records, X, 384.",doc,/TaggedPDF-doc/div/doc[973]/src
NDAR_V02_0974,"Library of Congress, Washington",,"1. Woolsey & Salmon Letter Book, LC.",doc,/TaggedPDF-doc/div/doc[974]/src
NDAR_V02_0975,"Library of Congress, Washington",,"1. Woolsey & Salmon Letter Book, LC.",doc,/TaggedPDF-doc/div/doc[975]/src
NDAR_V02_0976,"Maryland Historical Society, Baltimore",,"1. Smith Letter Book, MdHS.",doc,/TaggedPDF-doc/div/doc[976]/src
NDAR_V02_0978,,,"1. Browne, ed., Arch. of Md., XI, 88, 89.",doc,/TaggedPDF-doc/div/doc[978]/src
NDAR_V02_0979,"Public Record Office, London",,"1. PRO, Colonial Office, 5/555.",doc,/TaggedPDF-doc/div/doc[979]/src
NDAR_V02_0980,,,"1. Selman to Gerry, March 18, 1813; Salem Gazette, July 22, 1856.",doc,/TaggedPDF-doc/div/doc[980]/src
NDAR_V02_0981,,,"1. William Bartlett Papers, Nos. 5517 and 5516, BHS.",doc,/TaggedPDF-doc/div/doc[981]/src
NDAR_V02_0982,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[982]/src
NDAR_V02_0983,"Library of Congress, Washington",,"1. Prizes and Captures, No. 385, LC.",doc,/TaggedPDF-doc/div/doc[983]/src
NDAR_V02_0984,"Library of Congress, Washington",,"1. Prizes and Captures, No. 389, LC.",doc,/TaggedPDF-doc/div/doc[984]/src
NDAR_V02_0985,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 53.",doc,/TaggedPDF-doc/div/doc[985]/src
NDAR_V02_0986,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[986]/src
NDAR_V02_0987,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[987]/src
NDAR_V02_0988,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[988]/src
NDAR_V02_0989,"Public Record Office, London",,"1. PRO, Admiralty 51/1039.",doc,/TaggedPDF-doc/div/doc[989]/src
NDAR_V02_0990,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[990]/src
NDAR_V02_0991,"Library of Congress, Washington",,"1. Prizes and Captures, No. 283, LC.",doc,/TaggedPDF-doc/div/doc[991]/src
NDAR_V02_0992,"Library of Congress, Washington",,"1. Prizes and Captures, No. 387, LC.",doc,/TaggedPDF-doc/div/doc[992]/src
NDAR_V02_0993,"Library of Congress, Washington",,"1. Prizes and Captures, No. 285, LC.",doc,/TaggedPDF-doc/div/doc[993]/src
NDAR_V02_0994,,,"1. London Chronicle, December 26 to December 28, 1775.",doc,/TaggedPDF-doc/div/doc[994]/src
NDAR_V02_0995,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[995]/src
NDAR_V02_0996,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[996]/src
NDAR_V02_0997,,,"1. Otis G. Hammond, ed., Letters and Papers of Major-General John Sullivan Continental Army (Concord, 1930), I, 120. Hereafter cited as Hammond, ed., Sullivan Papers.",doc,/TaggedPDF-doc/div/doc[997]/src
NDAR_V02_0998,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[998]/src
NDAR_V02_0999,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[999]/src
NDAR_V02_1000,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1000]/src
NDAR_V02_1001,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1001]/src
NDAR_V02_1002,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 630.",doc,/TaggedPDF-doc/div/doc[1002]/src
NDAR_V02_1005,"Columbia University Library, New York",,"1. John Jay Collection, CUL. Jay was a New York delegate in the Continental Congress.",doc,/TaggedPDF-doc/div/doc[1005]/src
NDAR_V02_1006,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 311-312.",doc,/TaggedPDF-doc/div/doc[1006]/src
NDAR_V02_1007,"Connecticut Historical Society, Hartford",,"1. Silas Deane Account Book, No. 18c, ConnHS.",doc,/TaggedPDF-doc/div/doc[1007]/src
NDAR_V02_1008,,,"1. Pennsylvania Colonial Records, X, 384-386.",doc,/TaggedPDF-doc/div/doc[1008]/src
NDAR_V02_1009,,,"1. Pennsylvania Colonial Records, X, 386-387. Morris was vice president of the Pennsylvania Committee of Safety.",doc,/TaggedPDF-doc/div/doc[1009]/src
NDAR_V02_1010,"Historical Society of Pennsylvania, Philadelphia",,"1. Simon Gratz Autograph Collection, Case 5, Box 27, HSP. The minutes of the Committee of Safety do not record the receipt of this memorial.",doc,/TaggedPDF-doc/div/doc[1010]/src
NDAR_V02_1011,,,"1. A satirical reference to the fact that Thomas Gage's governorship was no longer over Massachusetts, but restricted by the besieging Continental army.",doc,/TaggedPDF-doc/div/doc[1011]/src
NDAR_V02_1012,"University of Virginia Library, Charlottesville",,"1. Hamond Papers, Account of Hamond's part in the Revolution, 1774-1777, UVL.",doc,/TaggedPDF-doc/div/doc[1012]/src
NDAR_V02_1013,"Dominion (Public) Archives of Canada, Ottawa",,"1. PRO, Colonial Office, 217/52, Nova Scotia Papers, DAC Photocopy.",doc,/TaggedPDF-doc/div/doc[1013]/src
NDAR_V02_1014,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1014]/src
NDAR_V02_1015,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch., excepting the first five paragraphs which are in Mass. Arch., vol. 180, 206.",doc,/TaggedPDF-doc/div/doc[1015]/src
NDAR_V02_1016,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1016]/src
NDAR_V02_1017,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1017]/src
NDAR_V02_1018,,,"1. John Russell Bartlett, ed., Records of the Colony of Rhode Island and Providence Plantations in New England, 1770 to 1776 (Providence, 1862), VII, 381-407.",doc,/TaggedPDF-doc/div/doc[1018]/src
NDAR_V02_1019,,,"1. New York Journal, November 2, 1775.",doc,/TaggedPDF-doc/div/doc[1019]/src
NDAR_V02_1020,"Public Record Office, London",,"1. PRO, Admiralty 51/67.",doc,/TaggedPDF-doc/div/doc[1020]/src
NDAR_V02_1021,"Public Record Office, London",,"1. PRO, Colonial Office, 5/1353.",doc,/TaggedPDF-doc/div/doc[1021]/src
NDAR_V02_1022,"Public Record Office, London",,"1. PRO, Colonial Office, 5/1353.",doc,/TaggedPDF-doc/div/doc[1022]/src
NDAR_V02_1023,"Public Record Office, London",,"1. PRO, Admiralty 51/506.",doc,/TaggedPDF-doc/div/doc[1023]/src
NDAR_V02_1024,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL. Identified as ""Abstract of the most material Proceedings in this Department relative to North America. . . ."" The Abstract contains summaries of orders and instructions from the Lords Commissioners of the Admiralty, many of which appear in their entirety in this volume.",doc,/TaggedPDF-doc/div/doc[1024]/src
NDAR_V02_1025,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy. De Guines was the French ambassador to the Court of St. James's; Vergennes, the French Foreign Minister.",doc,/TaggedPDF-doc/div/doc[1025]/src
NDAR_V02_1026,,,"1. London Chronicle, August 17 to August 19, 1775.",doc,/TaggedPDF-doc/div/doc[1026]/src
NDAR_V02_1027,,,"1. London Chronicle, August 17 to August 19, 1775.",doc,/TaggedPDF-doc/div/doc[1027]/src
NDAR_V02_1028,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932), I, 67-68. Hereafter cited as Barnes and Owen, eds., Sandwich Papers.",doc,/TaggedPDF-doc/div/doc[1028]/src
NDAR_V02_1029,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1029]/src
NDAR_V02_1030,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1030]/src
NDAR_V02_1032,,,"1. Philip L. White, ed., The Beekman Mercantile Papers, 1746-1799 (New York, 1956), II, 899-900.",doc,/TaggedPDF-doc/div/doc[1032]/src
NDAR_V02_1033,"Public Record Office, London",,"1. PRO, State Papers, 93/30. Hamilton was Envoy Extraordinary and Minister Plenipotentiary to the Kingdom of the Two Sicilies. William Henry Zuylestein, 4th Earl of Rochford, was Secretary of State for the Southern Department.",doc,/TaggedPDF-doc/div/doc[1033]/src
NDAR_V02_1034,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121,60. Pownall was Deputy Secretary of State.",doc,/TaggedPDF-doc/div/doc[1034]/src
NDAR_V02_1035,,,"1. George H. Guttridge, ed., The Correspondence of Edmund Burke (London and Chicago, 1961), III, 185-188. Hereafter cited as Guttridge, ed., Burke Correspondence. O'Hara, an Irishman, was a close friend of Burke.",doc,/TaggedPDF-doc/div/doc[1035]/src
NDAR_V02_1036,,,"1. The ship Phillippa, Richard Maitland, master.",doc,/TaggedPDF-doc/div/doc[1036]/src
NDAR_V02_1037,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 43-44. The same orders were given this date to Captain Digby Dent, H.M.S. Arethusa, and to Captain Richard Pearson, H.M. Sloop Speedwell, on August 30, 1775.",doc,/TaggedPDF-doc/div/doc[1037]/src
NDAR_V02_1038,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1038]/src
NDAR_V02_1041,"Virginia Historical Society, Richmond",,"1. William Lee Letters, VHS.",doc,/TaggedPDF-doc/div/doc[1041]/src
NDAR_V02_1042,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy. Gabriel de Sartine was French Naval Minister, and Artier the French Consul in Naples.",doc,/TaggedPDF-doc/div/doc[1042]/src
NDAR_V02_1043,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 51.",doc,/TaggedPDF-doc/div/doc[1043]/src
NDAR_V02_1044,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 62a.",doc,/TaggedPDF-doc/div/doc[1044]/src
NDAR_V02_1045,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 69.",doc,/TaggedPDF-doc/div/doc[1045]/src
NDAR_V02_1046,,,"1. B. F. Stevens, ed., Facsimiles of Manuscripts in European Archives Relating to America 1773-1783 (London, 1889-98), No. 458. Hereafter cited as Stevens, ed., Facsimiles. Eden was Under Secretary of State.",doc,/TaggedPDF-doc/div/doc[1046]/src
NDAR_V02_1047,"Public Record Office, London",,"1. PRO, State Papers 84/547.",doc,/TaggedPDF-doc/div/doc[1047]/src
NDAR_V02_1048,"Public Record Office, London",,"1. PRO, State Papers 93/30.",doc,/TaggedPDF-doc/div/doc[1048]/src
NDAR_V02_1049,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1775], I, 148. The proclamation appears as an illustration in Volume 1, 1216.",doc,/TaggedPDF-doc/div/doc[1049]/src
NDAR_V02_1050,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 72.",doc,/TaggedPDF-doc/div/doc[1050]/src
NDAR_V02_1052,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 63b.",doc,/TaggedPDF-doc/div/doc[1052]/src
NDAR_V02_1053,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 63.",doc,/TaggedPDF-doc/div/doc[1053]/src
NDAR_V02_1054,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 65b.",doc,/TaggedPDF-doc/div/doc[1054]/src
NDAR_V02_1055,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 68.",doc,/TaggedPDF-doc/div/doc[1055]/src
NDAR_V02_1056,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 70-72.",doc,/TaggedPDF-doc/div/doc[1056]/src
NDAR_V02_1057,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 57.",doc,/TaggedPDF-doc/div/doc[1057]/src
NDAR_V02_1058,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 65a.",doc,/TaggedPDF-doc/div/doc[1058]/src
NDAR_V02_1059,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 68a.",doc,/TaggedPDF-doc/div/doc[1059]/src
NDAR_V02_1060,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 64-65.",doc,/TaggedPDF-doc/div/doc[1060]/src
NDAR_V02_1061,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 67.",doc,/TaggedPDF-doc/div/doc[1061]/src
