"Dunmore"																						
"Betsey"																						
"John Manley"																						
"Lee"																						
"Betsey"																						
"Dunmore"																						
"Howe"																						
"Young"																						
"Robert Waller"																						
"John Scott Master"																						
"Monsieur Begoraux"																						
"Richard Har - rison"																						
"Richard Conway"																						
"Waller"																						
"Sloop Molly"																						
"Captn Dennison"																						
"Sewell"																						
"Richard Harrison"																						
"Monsieur Degoraux"																						
"Harrison"																						
"Robert -RSB- Pigot"																						
"Nancy"																						
"Samuel Richards"																						
"Richards"																						
"Richards"																						
"Benjamin -RSB- Lincoln"																						
"John -RSB- Thomas"																						
"Thomas Cushing"																						
"Gerry"																						
"JOHN HANCOCK"																						
"John -RSB- Thomas"																						
"William -RSB- Shirley"																						
"Benjamin -RSB- Lincoln"																						
"John Brown"																						
"Thomas Cushing"																						
"William Wilson Corcoran"																						
"John Smith"																						
"Charles -RSB- Burrel"																						
"George"																						
"Miles"																						
"Wooster"																						
"Schuyler"																						
"Philip Schuyler"						" NA ."																
"V. Schaick"																						
"Harry Ackerman"																						
"-LSB- Joseph -RSB- Hallett"																						
"-LSB- Thomas -RSB- Randall"																						
"Randall"																						
"Hallett"																						
"Randall"																						
"Low"																						
"-LSB- Robert -RSB- Benson"																						
"Charles -RSB- Lee"																						
"Lee"																						
"Stirling"						" that his instructions from"																
"Wm. Malcolm"																						
"Sandy Hook"																						
"Pierre Van Cortlandt"																						
"P. Lott"																						
"John Sloss Hobart"																						
"Malco"																						
"-LSB- James -RSB- Wallace"						" a number of our people concealed themselves behind the walls and fences until they came near them "	" but the commander thinking it un - fair to fire on them without giving them notice "	" called out "	" `` Who comes there "	" '' when he heard"												
"Wallace"						" who was killed by"																
"Wallace"																						
"Wallace"																						
"Wallace"																						
"-LSB- Samuel -RSB- Huntington"																						
"Jonathan Dickinson"																						
"-LSB- Benjamin -RSB- Harrison"																						
"Rutledge"																						
"George Read"																						
"Caesar Rodney"																						
"William -RSB- Hooper"																						
"Manley"																						
"Manley"																						
"Richard Smith"																						
"Jonathan Dickinson"																						
"Avery"																						
"Osgood"																						
"John"						" I have this Day Rec 'd a Letter from Col Bull Acquainting me of his arrivall "	" & that he should Deliver his Charge to you the next Morng I hope however soon to hear from you respecting these matters ."															
"Avery"						" Cables & c "	" & every other matter that the Committee Determines upon respectg the Ships "	" I am waiting for the Committee "	" I am always Ready "	" but you know the Mode "	" & I must Submitt "	" I have however call 'd a meet - ing of the"										
"Eveng"																						
"Avery"																						
"Avery"																						
"Francis -RSB- Lewis"																						
"Avery"																						
"Avery"																						
"Thomas -RSB- Mifflin"						" and by all means Remember the mention I made of my Brother "	" pray do something for him - I See you were to have an oration on the 5th March "	" do send me one when printed ."														
"Avery"																						
"John Hancock Inclos"																						
"William -RSB- Smith"																						
"Sharp"																						
"Lowell"																						
"Bant"																						
"JAMES WARREN GERRY"																						
"Johnson"																						
"Messrs Guad"																						
"Joseph Gardoqui"																						
"Sons"																						
"John -RSB- Thomas"																						
"Charles -RSB- Lee"																						
"Warren"																						
"Stock"																						
"Norton"						" and in that case the party who fur - nished such protested bills must be so much less interested in this Adventure "	" this point being clearly understood & agreed between us "	" you are now to take your passage on board the"														
"Francis Pil - grim Isherwood"																						
"Bourdeaux"																						
"Messrs Sam"																						
"Delap"																						
"Mercan"																						
"Silas Deane"																						
"Norton"																						
"Messrs Delap"																						
"Martinico"																						
"Messrs Delap"																						
"Messrs Geo"																						
"Clifford"																						
"Messrs Delap"																						
"Dantzig"																						
"Delap"																						
"Robert Morris"																						
"Beall"																						
"Robert Towers"																						
"Robert -RSB- Whyte"																						
"Brown"																						
"John M. Nesbitt"																						
"William Brown"																						
"Joseph Willson"																						
"John -RSB- Mitchell"																						
"James Fletcher"																						
"Henry Martin"																						
"Dickinson"																						
"James Carson"																						
"John Wilson"																						
"Adam Boyd"																						
"Burke"																						
"James Brown"																						
"William Lysle"																						
"Nicholas Fitzsimoris"																						
"Warren"																						
"Robert Pomeroy"																						
"Handcock"																						
"Samuel Snowden"																						
"James Johnson"																						
"Laughlin McNeil"																						
"Thomas Reed"																						
"Charles Alexander"																						
"Simon Gratz"																						
"Alexander"																						
"Nicholson"																						
"Elk"																						
"Henry Hollingsworth"																						
"William Stenson"																						
"Jo - seph White"																						
"Joseph Gotro"																						
"Hollingsworth"																						
"Andrew Buchanan"																						
"George Woolsey"																						
"Hugh Young"																						
"Nicholson"																						
"Cumbd Dugail"																						
"Thotrias Cleverly Dare"																						
"Ben Mackall Major Jas Wilkinson Messrs Sam Hance"																						
"Edwd Reynolds Walter Smith"																						
"Kenzy Johns"																						
"Hance"																						
"E. Johnson Clk"																						
"James Baron"																						
"James Baron"																						
"Richard Barron"																						
"South-Carolina"																						
"Stephen"																						
"William-Henry Drayton"																						
"Charles Town"																						
"Drayton"																						
"Rodolph Strohacker"																						
"Jenkin Davis"						" - for Expences himself & Horse during the time he was detained in"																
"Demerd"																						
"Demerk"																						
"Andrew Barkley"																						
"James Grant"																						
"MCINTOSH"																						
"Barkley"																						
"Grant"						" when you authorized Mr."																
"Roberts"																						
"Inglis"																						
"Wardell"																						
"Barkley"																						
"Grant"																						
"Raymond Demerk"																						
"Bryan"																						
"Chace"																						
"John"																						
"Cape Ann"																						
"John"																						
"Coes Gardner"																						
"Daniel Rogers"																						
"Shuldham"						" Admiralty 11484 ."																
"Molly"																						
"James Lovitt"																						
"Anne"																						
"Letchmore"																						
"Thomas"																						
"Nuke Hill"																						
"John -RSB- Sullivan"																						
"Nathanael -RSB- Greene"																						
"Barton"																						
"George Washington"						" NA ."																
"Nancy"																						
"John Manley"																						
"Hopkins"																						
"Henry -RSB- Clinton"																						
"John C. Fitzpatrick"																						
"George Washington"																						
"Fitzpatrick"																						
"Mann"																						
"Howe"																						
"Baron de Woedke"																						
"Franklin"																						
"John Adanzs"																						
"Samuel Adams"																						
"James Warren"																						
"George Talbot"																						
"Shuldham"																						
"Thomas Paine"																						
"Esek Hopkins"																						
"Die Jovis"																						
"-LSB- Jacobus"																						
"Van Zandt"																						
"Lee"																						
"-LSB- Thomas -RSB- Smith"																						
"Van Zandt"																						
"-LSB- Leonard -RSB- Gansevort"																						
"Van Zandt"																						
"Rosamond"																						
"Peter Van Brugh Livingston"																						
"Jacobus Van Zandt"																						
"Wright Southgate"																						
"Van Zandt"																						
"Lee"						" 1776 ."																
"Tryon"																						
"Tryon"																						
"Charles Lee"																						
"Andrew -RSB- Ward"																						
"John Greg"																						
"Charles Lee"																						
"-LSB- Alexander -RSB- McDougall"																						
"Ma - jor-General Lee"																						
"Stirling"																						
"Lee"																						
"Sniith"																						
"-LSB- Abraharn -RSB- Yates"																						
"Van Zandt"																						
"McDougall"																						
"John Sloss"																						
"Pierre -RSB- Van Courtlandt"																						
"-LSB- Leonard -RSB- Gansevoort"																						
"Ten Hroeck"																						
"Stirling"																						
"Alexr McDougall I. John Jay Collection"																						
"Jay"																						
"Schuyler"																						
"Howe"																						
"John M'Naughton"																						
"Walter"																						
"Thomas Buchanan"																						
"Lupton"																						
"Shuldham"																						
"Barnard"																						
"Hali"																						
"Elizabeth"																						
"N.S. Arch"																						
"Shuldham"																						
"Alexander Gardner"																						
"An Applicatn"																						
"Michael Kearney"																						
"Richard Smith"																						
"JOHN HANCOCK CUSHING"																						
"Coll"																						
"John"																						
"Avery"																						
"Avery"																						
"Avery"						" & Employ the Money in the Service of the Ships for the"																
"Vizt William Barrel1"																						
"Jona Mifffin Junr Bill"																						
"Thomas Mifflin"																						
"William Barrel1"																						
"Joseph Barrel1"																						
"Andrew Cabot"																						
"John Avery"																						
"Gen - eral"																						
"William -RSB- Bant"																						
"Hancock Joines"																						
"John Hancock"																						
"Clinton"																						
"Jesse Hollingsworth"																						
"Moale"																						
"Messrs Isaac Griest"																						
"William Chace"																						
"Thomas Moore"																						
"George Woolsey"																						
"David Stewart"																						
"Gist"																						
"John Weems"																						
"Weems"																						
"James -RSB- Nicholson"																						
"John Hawkins"																						
"Harbour"																						
"I. Cmuncil"																						
"Gaither"																						
"Conway"																						
"Bladensburgh"																						
"Richard -RSB- Harrison"																						
"Colo Ware"																						
"Harrison"																						
"Wicoff"																						
"Martinicoe"																						
"Hooe"																						
"Conway"																						
"Mr Har - rison"																						
"Scott"																						
"Harrison"																						
"Conway"																						
"Gent"																						
"Howe"																						
"Cap"																						
"Graeme"																						
"Hamond"																						
"Norman Thos Burnfather"																						
"Gage"																						
"William"																						
"Gage"																						
"Williarn"																						
"William the Hellen Sloop"																						
"William Tryon"																						
"Moore"																						
"James Moore"																						
"WILLIAM EWEN"																						
"ANDREW BARKLEY"																						
"McIntosh"																						
"Demerb"																						
"Roberts"						" whereas the most cursory review of the letter which appertains to that matter "	" will at"															
"Roberts"																						
"McIntosh"																						
"DemerC"																						
"Roberts"						" then to receive any propositions you might make "	" but this never can be construed into an assent on our part to your detaining them ."															
"William Ewen"																						
"I. Force"						" V "	" 602 ."															
"WILLIAM St. John"																						
"-LSB- Patrick -RSB- Tonyn"																						
"PATRICK R.N."																						
"St John"																						
"Kkg"																						
"Govr Tonyn"																						
"Joseph Hinsol"																						
"Petitioner"																						
"St Thomas"																						
"Joseph Hinson"																						
"Hopkins"																						
"John Rich"																						
"Littel Saile"																						
"Anker"																						
"John Rich"																						
"Seth"																						
"Crawford David Daley"																						
"John -RSB- Thomas"																						
"Chandi"						" began to Break Ground to thicken their defences against The Enemys Cannon : - To Conceal our design "	" & divert the Enemys Attention "	" a very Heavy Service of Cannon ' "	" Pe Mortars "	" began to Play upon the Town between ten "	" and Eleven "	" Saturday night "	" from our Three Fortified Batteries at"									
"T. Johns"																						
"Horatio Gates"																						
"Thomas Johnson"																						
"Enoch Linnel"																						
"Greaves"																						
"Dawson"																						
"Enoch Linnel"																						
"Enoch Linnel"																						
"Thomas Paine Justice"																						
"H.M. Schooner Diana"																						
"Thomas Graves"																						
"Howe"																						
"James -RSB- Rob-ertson"																						
"Messrs Thomas"																						
"Amory S-Peter Johannet"																						
"John Scollay Thos Marshall"																						
"Timu"																						
"John Hancock Pape"																						
"Parker"																						
"Wallace"																						
"Harbour"																						
"Howe"																						
"Harbour"																						
"Howe"																						
"Wallace"																						
"Wallace"																						
"Howe"																						
"George -RSB- Talbot"																						
"Howe"																						
"Parker"																						
"George Cle - phan Purser"																						
"Edward Bragge"																						
"Harrison Inventory"																						
"Harrisson"																						
"Papper"																						
"Musqt Boles"																						
"Rammer"																						
"Sawes"																						
"Tea Kittle"																						
"Earthen Coffey Pot"																						
"Jack"																						
"William Watson"																						
"Harrison"																						
"John Chapman"																						
"Jabez Perkins"																						
"Brown"																						
"Alex. Boyd"																						
"PHILIP SCHUYLER WOODHULL"																						
"NATHANIEL"																						
"-LSB- Jacobus"																						
"Wynkoop"																						
"William -RSB- Douglass"																						
"Wynkoop"																						
"Schuyler"																						
"Griffiths"																						
"Francis Lewis"																						
"Robert Treat Paine"																						
"-LSB- Thomas -RSB- Randall"																						
"Stirling"																						
"John Sloss"																						
"-LSB- Leonard -RSB- Gansevoort"																						
"Joseph Smith"						" was was read and filed ."																
"Stirling"																						
"Stirling"																						
"-LSB- Anthony"																						
"Randall"																						
"Stirling"																						
"Tryon"																						
"Stirling"																						
"Stirling"																						
"Stirling"																						
"Tryon"																						
"Stirling"																						
"Stirling"																						
"John Gregg"						" attacked the sentinels on duty at their posts "	" and that he submits his trial and punishment to the"															
"Tryon"																						
"Gordon"						" shall not be sent out of the Colony "	" but their cases respectively "	" -LRB- if any be apprehended "	" -RRB- shall be referred to this"													
"Randal"																						
"Sandy Hook"																						
"McIlroy"																						
"Christopher Duyckinck"																						
"Francis James"						" that the"																
"Alexander -RSB- McDougall"																						
"Duyckinck"																						
"McIlroy"																						
"Randall"																						
"Alexander Robinson"																						
"Barnard"																						
"Shuldhgm"						" Admiralty 11484 ."																
"Elizabeth"																						
"N.S. Arch"																						
"Frank James"																						
"Parker"																						
"Christopher Duyckinck"																						
"Howe"																						
"N. York"																						
"N. York"																						
"Clinton"																						
"Virga"																						
"JOHN LANGDON"																						
"Thomas Cushing"																						
"William Whipple"																						
"Charles Thomson"																						
"Robert Towers"																						
"Robert Morris"																						
"Jno"																						
"Nixon"																						
"Robert Morris"																						
"William Waud"																						
"Thomas Moore"																						
"William Paddison"																						
"Messrs Robert Purviance"																						
"George Woolsey"																						
"David Stewart"																						
"James Nicholson"																						
"James Galloway"																						
"Mary X Galloway"																						
"Nicolson"																						
"Mordecai"																						
"Jonathan -RSB- Hudsons Ship"																						
"Purviance Junr Chairn Wilm Lux JnO Cockey John Moale"																						
"Buchanan"																						
"Sam"																						
"-LSB- Charles -RSB- Carroll"																						
"-LSB- Thomas -RSB- Harri"																						
"James -RSB- Nicholson"																						
"Nicholson"																						
"Squire"																						
"Purviance"																						
"Daniel of St. Thomas Jenifer"																						
"Charles Carroll"																						
"H.M. Sloop Otter"																						
"Frederick -RSB- Weisenthall"																						
"John -RSB- Coulter"																						
"JENIFER CARROLL"																						
"Eddis"																						
"Eddis"																						
"Hudson"																						
"Squire"																						
"Squire"																						
"George -RSB- Stricker"																						
"Stricker"																						
"MIDDLETON"																						
"Harbour"																						
"Trdops"																						
"EDEN SQUIRE"																						
"Eddis"																						
"JOHNA"																						
"Leonard Town"																						
"Dunmore"						" ha & died within a short time "	" and who "	" a 's ` fast as they expire"	"-are tumbled iito the deep "	" to regale the sharks "	" which it seen?sswarni thereabouti "	" ` snd no doubt keep as sharp a look-out for all sucfi sorts of provision "	" as the la ` nd animals do for fresh pork "	" good mut - ."								
"William Deane"																						
"Dunmore"																						
"Manly of the Lee"																						
"GRAEME"																						
"SNAPE HAMOND"																						
"ALEXANDER"																						
"Shuldham"																						
"Hamond"																						
"Chace"																						
"Francis Boardman"																						
"Ky Boardman"																						
"William McKane"																						
"Francis Boardman"																						
"Bickford"																						
"George"																						
"Richard Magery"																						
"Damnd Raskel John Linzey"																						
"Blake"																						
"Thomas"																						
"Henry Laurens Letter Book"																						
"South-Carolina"						" MARCH8 "	1776															
"James -RSB- Grant"																						
"John -RSB- Maitland"																						
"Pitcairn"																						
"MCINTOSH WASHINGTON LACHLAN"																						
"Warr"																						
"Barkley"																						
"-LSB- Archibald -RSB- Bullock"																						
"Hutchinson"																						
"Hutchinson"																						
"Barkley"																						
"James"																						
"John -RSB- Maitland"																						
"Said"																						
"Hutchinson"																						
"Riflers"						" & had taken"																
"Jos"																						
"Raymond -RSB- Demert"																						
"Daniel -RSB- Roberts"																						
"Rice"						" which they returned and was continued very smartly with Ball "	" Langrage & Small Arms from both Sides for Several Hours ."															
"Rice"																						
"Roberts"																						
"Rice"																						
"George Washington Esqr Captn"																						
"Savanah Georgia"																						
"MOLYNEUX WILLIAM R.N."																						
"Shuldham"																						
"John"																						
"TONYN ANDREW R.N."																						
"PATRICK"																						
"BARKLEY"																						
"Grant"																						
"John"																						
"Lieut Grant"																						
"Harbour"																						
"John Schooner"																						
"Grant"						" If you shou 'd think proper to pass along within view of this Port "	" and by makeing a Signal "	" he shall go out to you ."														
"Savan"																						
"Grant"																						
"Tonyn"																						
"William Grant"																						
"H.M. Schooner St. John"																						
"Alexandr Thompson"																						
"Duddingstone Walter Urquhart"																						
"John Jump D. Innes John Bayley Geo"																						
"Rutherford John Dawson"																						
"N. S. Arch"																						
"David Bray"																						
"Willlain Freeman"																						
"Liv"																						
"Shuldham"						" Admjralty 1/484 ."																
"N.S. Arch"																						
"-LSB- Pierce"																						
"-LSB- Samuel -RSB- Sherburne"																						
"Ichabod Rawlins"																						
"Esqr"																						
"Nath"																						
"-LSB- Samuel -RSB- Cutts"																						
"Sherburne"																						
"Bouton"																						
"Erwin"																						
"Vigour"																						
"Stephen Moylan"																						
"Bouton"																						
"Irvine"																						
"Howe"																						
"Hugh -RSB- Percy"																						
"Bassett"																						
"Nuke Hill"																						
"Hallifax"																						
"George Washington"						" NA ."																
"Susannah"																						
"John Frazer"																						
"Manly"						" potatoes "	" pork "	" sour grout "	" 10 packages of medicine "	" 6 carriage guns "	" 4 swivels "	" 3 barrels of powder "	" & c. and carried her into"									
"Newberry"																						
"John Frazer"																						
"Hancock"																						
"John Manley"																						
"Franklin"																						
"Samuel Tucker"																						
"JONATHAN"																						
"Genl Washington"																						
"Genl Howe"																						
"John Hancock"																						
"James Otis Esqr"																						
"Prisemaster Sath"																						
"Doggett"																						
"Benjn Smith"																						
"Coll"																						
"James Shaw"																						
"James Christie Passeng"																						
"Beriah Norton"																						
"Richerd Wellen"																						
"Master-Benjn Smith"																						
"Beriah Norton"																						
"James Otis Esqr"																						
"Brown"																						
"Nicholas Brown"																						
"Thomas Durfee"																						
"Remington"																						
"Gale"																						
"John Mowry"																						
"John Northup Thomas Bisell Ebenr Shearman William Congdon Charles Tillinghast Daniel Hall"																						
"Jlones John Mowry George Thomas Benjamin Reynolds"																						
"Said"						" Eggs Potatoes & c Taken from Said Passengers "	" Allowing Said Passengers Some Satisfaction for the Same "	" Also T -LSB- ak -RSB- ing on Board Said Ships Some passengers and M -LSB- ak -RSB- ing Inquiry and Insisting upon Inteligence "	" Sd C -LSB- illegible -RSB- of What is done & acting & c in the Country Against them "	" and More Especially the Proceeding of the last Session of -LSB- Assemlbly "	" and at Will and Pleasure Releasing Said Boat -LSB- and -RSB- Passengers "	" And again on this Present day Said Havens -LSB- with -RSB- Sundry Pas - sengers with said boat "	" Attempted to Carry ~ -LSB- undry -RSB- Provissions to"									
"Said Boat"																						
"Said Sil"																						
"John Case"																						
"Nathaniel Case"																						
"Samuel Waight"						" of Sup - plying our Said Enemies with Provissions "	" Which together w -LSB- ith -RSB- their Sentiments "	" upon matters gives this Committe Reason to Suspect that the Above Named persons are unfriendly to the"														
"Silvester Havens"																						
"John Case"																						
"Sam - uel Waight"																						
"Said"																						
"Desireing"																						
"Geo Thomas Clk"																						
"James"																						
"John -RSB- Howland"																						
"Jeremiah Clement"																						
"Robart"																						
"Linnen"																						
"Jacob Watson"																						
"James"																						
"John Howland"																						
"Hyde"																						
"Parker"																						
"Vanderpoot -LSB- George Vandeput"																						
"Watson Jereh Clement"																						
"Jeremiah Clement"																						
"Solem"																						
"Benj Huntington"																						
"James"																						
"Daniel Phoenix"																						
"William Hubbard"																						
"William Hubbard"																						
"Trumbull"																						
"John Adams"																						
"George Wythe"																						
"Die Sabbati"																						
"Schuyler"																						
"James Smith"																						
"Sandy Hook"																						
"Sands"																						
"-LSB- Thomas -RSB- Randall"																						
"Bishop"																						
"-LSB- Abraham -RSB- Van Zandt"																						
"Wright Southgate"																						
"Wright Southgate"																						
"Rosamond"																						
"Wright Southgate"																						
"William Douglass"																						
"Andrew Van Tuyl"																						
"Isaac Simonson"						" and"																
"Jacobus Van Zandt"																						
"Pilot-Boat"																						
"Jacobus Van Zandt"																						
"Sandy - Hook"						" and detained as a tender : and whereas they -LRB- the said"																
"William Douglass"																						
"Andrew Van Tuyl"																						
"Isaac Simonson"																						
"Pilot-Boat"																						
"Pilot-Boat"						" therefore "	" this Indenture witnesseth : That for and in considera - tion of the said sum of one hundred and seventy-two pounds ten shillings "	" to them -LRB- the said"														
"William Douglass"																						
"Andrew Van Tuyl"																						
"Isaac Simonson"																						
"Jacobus Van Zandt"																						
"Pilot-Boat"																						
"Hampden"						" and deliver the same to the said"																
"Jacobus Van Zandt"																						
"William Douglass"																						
"An - drew VanTuyl"																						
"Isaac Simonson"						" and administrators "	" jointly and severally "	" do covenant "	" grant "	" and agree "	" to and with the said"											
"Jacobus Van Zandt"						" that is to say : That if any sum of money "	" wages "	" hire "	" or other reward "	" shall be paid "	" allowed "	" received "	" or recovered for the said"									
"Pilot-Boat"						" the said"																
"Wil - liam Douglass"																						
"Andrew Van Tuyl"																						
"Isaac Simonson"																						
"Jacobus Van Zandt"																						
"Pilot-Boat"																						
"William Douglass"																						
"Andrew Van TuyI"																						
"Isaac Simonson"																						
"Ja - cobus Van Zandt"						" the said sum of one hundred and seventy-two pounds ten shillings "	" without any delay "	" de - duction "	" or abatement whatsoever ."													
"William Douglass"																						
"John Love"																						
"Andrew Van Tuyl"																						
"Isaac Brinckerhoff"																						
"Isaac Simonson"																						
"Hispaniola"																						
"Stephen Decatur"																						
"John Babtisto Hugonene"																						
"Marc Anthony"																						
"John Babtisto Hugonene"						" hogs "	" poultry and lumber for making casks except ` ed -RRB- and export the same to the island of"															
"John Babtisto Hugonene"																						
"James -RSB- Tibbett"																						
"Virga"																						
"Johnson Junr"																						
"Rachel"																						
"Phila"																						
"Samuel -RSB- Purviance"																						
"Johnson"																						
"R. Alexander"																						
"Christiana"																						
"Johnson Junr R. Alexander"																						
"Hendricks"																						
"Robert Towers"																						
"Robert Whyte"																						
"Samuel Davidson"																						
"Jno"																						
"Mitchell"						" to com - mence the 1 lth instant "	" to the 11 th oE June ."															
"William Richards"																						
"Nath"																						
"Falconer"																						
"Thomas Reed"																						
"JOSEPH CARSON"																						
"G. Powder"																						
"Mark"																						
"John -RSB- Thomas"																						
"Genl Lee"																						
"GenI Clinton"																						
"Oliver Wolcott"																						
"Wolcott"																						
"Griswold"																						
"Coll Lee"																						
"James -RSB- Nicholson"																						
"Manning"																						
"Nicholson"																						
"Sam"																						
"Purviance Junr"																						
"Virga"																						
"Nicholson"																						
"Hudson"						" and that if you think there is a Probability of their coming to attack you "	" it would be most adviseable for you to return to"															
"Paul Miller"																						
"Nicholson"																						
"Gist"																						
"Nicholson"																						
"Nicholson"																						
"Hudson"						" when he wrote "	" the"															
"William Adams"																						
"Nicholson"																						
"Purviance"																						
"Jonathan -RSB- Hudsons"																						
"Matthew -RSB- Squires"																						
"Nicholson"						" get the tender ready by to morrow morng they will push for an engagement & I really am not in much doubt of success ."																
"Ruben"						" Indeed I am almost ready to sink under it "	" however I will push for"															
"Charles Carroll"																						
"Nicolson"																						
"Hudsons Ship"						" so that we hope to have the Ship up tomorrow - We have also two other Expresses who left North Point at 4 OClock & Sunset with Advice that the Otter stood down the Bay-with her Tenders & 4 Prizes about 4 oclock "	" as she has been disapointed here "	" its probable she may call on you "	" & therefore we ' Send you the quickest intelli - gence "	" as this Meneuvre may be a feint to deceive us "	" we shall not relax a moment in making every preparation to repel their Attempts ."											
"JnO Smith"																						
"Buchanan"																						
"John Moale"																						
"Captn -LSB- William -RSB- Hyde"																						
"Charles -RSB- Carroll"																						
"Gaither"																						
"Colo Thomas Dorsey"																						
"Thomas Smyth"																						
"Genelal"																						
"Kight"																						
"Bower"																						
"Edward"																						
"Bower"																						
"Bower"																						
"Peter Theorson Seaman"																						
"Samuel"																						
"Samuel"																						
"Knowles"																						
"Bower"																						
"Richd Jackson"																						
"James Nicholson"																						
"Jonathan Hudson"																						
"M. Squire"																						
"Annaps"																						
"Alex"																						
"William -RSB- Peachey"																						
"Clinton"																						
"Edmd Pendleton"																						
"Pendleton"																						
"ANDREW HAMOND"																						
"Martin"																						
"PETER SIMON"																						
"North-Carolina"																						
"Peter Simon"																						
"Gage"																						
"George Stibbles"																						
"John -RSB- Collett"						" & c ."																
"Collett"																						
"Clinton"																						
"Waggamaw"																						
"Donald -RSB- M'Donald"																						
"Collet de - clared"																						
"Peter Simon"																						
"William Purviance"																						
"John Cooke"																						
"Johnston"																						
"-LSB- Alexander -RSB- Elsinaure"																						
"-LSB- Simon"																						
"Henderson"																						
"JOSEPH TURPIN"																						
"BARNARD ELLIOTT"																						
"Jack"																						
"Jack"																						
"Flagg"						" or "	" three Brigantines "	" are seen as many small White Pendants will be hoisted on so many long Poles "	" so as to be seen by the People of the Town ."													
"Briggs"																						
"Briggs"																						
"Briggs"																						
"Jack"																						
"Christopher"																						
"Johnson"																						
"Laurens"																						
"Christopher Gadsden"																						
"Elliott"																						
"Scarbrough"																						
"Andrew -RSB- Barkley"																						
"Sev - eral Guns"																						
"Rice"																						
"Robert Keeler"																						
"Keeler"																						
"James Young"																						
"de Nozikres"																						
"William Wood"																						
"Jenny"																						
"Harriot Weymse Orrock"																						
"Cole Porter"																						
"Benjamin Smith"																						
"Orrock"						" provisions "	" kc ."															
"Parker"																						
"Harriot"																						
"Orrock"																						
"Orrock"																						
"Martha"																						
"Washington"																						
"Seth Loring"																						
"Elizabeth"																						
"Wentworth Appellant"																						
"WILLIAM HOWE"																						
"Hubbard"																						
"Crean Brush"						" and will oblige himself to return them to the owners "	" all unavoidable accidents excepted ."															
"JOURNALOF H.M.S. Rose"																						
"Josh Wanton"																						
"Wallace"																						
"Sandy Hook"																						
"Dennie"																						
"Rickson"																						
"Cornwallis"																						
"Cork"																						
"Janu - ary"																						
"Clinton"						"000 Russians "	" that the french Embassador on this had de - clared that his"															
"Lee"																						
"Philada"																						
"Doctr Franklyn"																						
"Warr"																						
"Molly Cap Lawrence"																						
"Harbour"																						
"Richard -RSB- Corbin"																						
"Dunmore"																						
"Genl Clinton"																						
"Robt Morris"																						
"Silas Deane"																						
"Alexr Donaldson"																						
"Matthew -RSB- Squire"																						
"Captn Nicholson"																						
"Donaldson"																						
"John Bean 2d Liut"																						
"Jacob Holtzinger"																						
"FREDERICK"																						
"Warr"																						
"Gentn"																						
"C. Beatty Javohnson B. Johnson"																						
"James Nicholson"																						
"Isaac Hudson"																						
"Molly Capt Laurence"																						
"William ` Wardin"																						
"Charles -RSB- Carroll"																						
"WillmLux JnO Smith"																						
"Buchanan"																						
"Hughes"																						
"Matthews"																						
"Smith"																						
"Thomas -RSB- Dorsey"																						
"Gentn Half"																						
"George"																						
"Matthew -RSB- Tilghman"																						
"King-Fisher"																						
"Squire"						" and are still not destitute of Hope "	" a Time may yet come "	" when we may enjoy that satisfaction ."														
"Squire"						" bf a ."																
"John"																						
"Thomas IVirt"																						
"Gutridge"																						
"Young Gutridge"																						
"Goodrich"																						
"John Goodrich"																						
"Willia"																						
"Grayson"																						
"Hammond"																						
"Bellen"																						
"Henry Bellew"																						
"Rice"																						
"Andrew Brown"																						
"Andrew Brown"																						
"John Burr"																						
"Betsy"																						
"Martin"																						
"William Purviance"																						
"Parry"						" and the vessels dare not begin the attack "	" though we daily expect to hear of an engagement "	" as they are a starving ."														
"Clinton"																						
"Clinton"																						
"Martin"																						
"William Campbell"																						
"South-Carolina"																						
"Clinton"																						
"Henry Laurens"																						
"Christopher"																						
"-LSB- Daniel"																						
"Edward -RSB- Blake"																						
"John -RSB- Calvert"																						
"David -RSB- Oliphant"																						
"Lachlan Mc - Intosh"																						
"John Drayton"																						
"Incluszve"																						
"Drayton"																						
"Bull"																						
"HENRY CLINTON JAMES WRIGHT"																						
"Rice"						" so it has "	" reduced this Province to the most deplorable Situation ."															
"Said"																						
"Rice"						" was very nearly Prevented "	" for the Rebels Set fire to a Ship "	" With an intention to Burn them all "	" but very hap - 294 AMERICAN THEATRE pily only 4 were Burnt "	" and the above Escaped & were brought off ."												
"Savanah"																						
"Savanah"																						
"Wright"						" therefore not a day is to be Lost "	" if any thing is Meant to be done here "	" if they come"														
"NATHANIEL JR."																						
"Nathaniel"																						
"Thomas Shsw"																						
"Martin"																						
"St. Martin"																						
"De Haussay"																						
"Reames"																						
"John -RSB- Manley"																						
"Porter"																						
"Thomas Russell"																						
"Henry"																						
"Esther"																						
"Henry"																						
"Esther"																						
"Nel - lis"																						
"Susannah"																						
"John Frazer"																						
"Jenny"																						
"William Wood"																						
"John Robinson"																						
"Samuel Perkins"																						
"Timothy Pickering"																						
"Thomas Thomas"																						
"Franklin anLdLee"																						
"Crean Brush"						" and opening the doors ."																
"Blasswitch"																						
"Brush"																						
"-LSB- William -RSB- Cunningham"																						
"Welch"																						
"Hill"																						
"Steph Hopkins Esqr"																						
"Stephen Hopkins Esqr"																						
"John Brown"																						
"Stephen Hopkins Esqr"																						
"Francis Lewis Merchant"																						
"Stephen Hopkins Esqrx"																						
"Diana Jona"																						
"Nicholas"																						
