"Warlike Stores"	"ORGANIZATION"	"belonging to the Crown and if I am not Opposed in putting my design in Execution the Persons and Property of the Inhabitants Shall be Safe "	" Neither shall they be Suffered to be hurt in Case they make no Resistance ."																					
																								
		"Given under my hand onboard the Ship Alfred March 3rd 1776 ."																						
																								
																								
"E.H. Cr"	"PERSON"	0																						
																								
		"in Chief 1 ."																						
																								
		"Hopkins Papers "	" RIHS ."																					
																								
		"MARCH 1776 153 JOURNAL CONTINENTAL NICHOLAS OF BRIG"																						
"Andrew Doria"	"PERSON"		" CAPTAIN"																					
"BIDDLE"	"PERSON"	"-LSB- Friday "	" March Employ 'd here -LSB- Abbacco -RSB- puting Our Marines On b -LSB- dl 1 "	" to Sunday "	" the"																			
"Sloop Providence"	"LOCATION"		" Likewise all the"																					
"Marines"	"ORGANIZATION"	"belong - March 31 ing to the Fleet on board two small Sloops "	" the Como - dore had taking "	" to"																				
"Cary"	"PERSON"	"them to The Iland of Provi - dence "	" On Sunday 3rd -LSB- illegible -RSB- & put to Sea with the Fleet "	" Steering S B E 1/2 E & S S E 54 "	" then made the"																			
"Iland"	"LOCATION"	"of"																						
"Providence"	"LOCATION"	"Bearing S S E 3 Lea -LSB- gues -RSB- Where we lay off and on Waiting for the rest of the"																						
"Fleet"	"ORGANIZATION"	"at 10 AM Came too Under"																						
"Roze Iland"	"PERSON"		" with the rest of the"																					
"Fleet"	"ORGANIZATION"	"in 4 fathom Water "	" The Comodore sent the"																					
"Sloop Providence"	"ORGANIZATION"																							
"Schooner Wasp &"	"ORGANIZATION"	"2 Sloops with all the"																						
"Marines"	"ORGANIZATION"		" amounting to two Hundred and fifty under the Command of Capt -LSB-"																					
"Samuel -RSB- Nichol"	"PERSON"	"-LSB- a -RSB- s "	" and at 3 in the afternoon they gott possession of the Easter - most Fort "	" Without Loosing a Man "	" the Inhabitance having Desarted it "	" after firing 15 or 20 Cannon at them 1 ."																		
																								
																								
"Andrew Doria Journal"	"ORGANIZATION"		" PRO "	" Admiralty 11484 ."																				
																								
		"2 ."																						
																								
		"Journal of"																						
"John Trevett"	"PERSON"	"reads : `` we took two small craft "	" belonging to"																					
"New Providence"	"LOCATION"		" and got pilots "	" and went in the night over to"																				
"New Providence"	"LOCATION"	"and landed all the men we could spare ."																						
																								
		"I took command of one of the companies and marched to the first fort ."																						
																								
		"They fired a few 18 pound shot "	" but did no damage ."																					
																								
		"We saw an officer coming & I went up to him to know what he wanted ."																						
																								
		"He informed me that Gov."																						
"Brown"	"PERSON"	"-LSB-"																						
"Mont - fort Browne"	"PERSON"	"-RSB- would wish to know who we were -LSB- and -RSB- what our business was ."																						
																								
		"we soon gave him his answer "	" and the first fort st -LSB- op -RSB- ped firing "	" and that night we lodged in the fort "	" ''"																			
"NHS"	"ORGANIZATION"	0																						
																								
		"The narrative of"																						
"Charles Bulkeley"	"PERSON"	"offers the most meager information of this event : `` Sailed from the Capes of"																						
"Deleware Feby"	"LOCATION"	"17th 1776 8c arrived at New Provi - dence "	" March 3d & took the place "	" '' NLCHS ."																				
																								
		"No. 1 English Harbour"																						
"Antigua"	"LOCATION"	"3d March 1776 ."																						
																								
		"Sir I wrote You the 9th January last by the return of the November Packet "	" and by the present Opportunity transmit You Duplicates thereof "	" which desire You may Communicate to My Lords Commissioners of the Admiralty ."																				
																								
		"I have now to request you will be pleased farther to acquaint their Lordships that on the 14th January The Viper Sloop "	" Captn"																					
"Samuel Graves"	"PERSON"	"arrived at English Harbour "	" and on the 18th January the Experi - ment Captain"																					
"Robert Keeler"	"PERSON"	"did the Same "	" both blown off the American Coast in bad Weather "	" and were very much damaged in their Hulls "	" rigging "	" Sails kc : The Experiment had her Fore & Main Mast Sprung : I immedi - ately Ordered the Necessary repairs to be done to them "	" with all possible Ex - ."																	
																								
		"pedition that they may be enabled to proceed as early as possible to the places of their destination :"																						
"The Transport & Victualing Vessels"	"ORGANIZATION"	"named in the ` inclosed List marked No 1 ."																						
																								
		"have likewise been blown off from the American Coast and come to this and"																						
"St Johns"	"ORGANIZATION"	"harbour"																						
"Antigua"	"LOCATION"	"in MARCH 1776 di ` stress : ~ The Enterprize Transport with four Companies of the 55 Regi - ment on board "	" having lost all her Masts and otherwise greatly damaged I apprehend she can not be repaired in any reasonable time to proceed for - ward with the Troops I therefore propose embarking them in the"																					
"Royal George & Diana Transports"	"ORGANIZATION"		" and to Discharge the Enterprize ` from the Serv - ice & send her back to"																					
"England"	"LOCATION"	"as soon as the Master gets her put into Condition to proceed there ."																						
																								
		"The four Companies of the 55 Regiment and three Companies of the 46 : Regiment which came here in the Enterprize & Argo Transports I have got accomodated in the Barracks at"																						
"St Johns"	"LOCATION"	"in this Island "	" whilst the Trans - port Ships are got ready to receive and proceed with them to"																					
"Boston"	"LOCATION"	0																						
																								
		"Since the Receipt of their Lordships Orders of the 2d September last "	" the Kings Ships under my Command "	" have Seized and Carried to the differ - ent"																				
"Islands"	"LOCATION"	"in these Seas "	" the American Vessels named in the List Inclosed "	" marked No 2 : those that could be proceeded against by the Restraining Acts "	" or had transgressed any of the Acts of Trade "	" I directed to be prose - cuted immediately and the others to be detained 'till I might receive their Lordships farther Orders "	" which I hope will arrive soon "	" as most of the Cargoes in the American Vessels are of a Perishable Nature and if kept but a short time in this hott Climate will be wholly destroyed and lost ."																
																								
		"I have likewise transmitted a paper marked No 3 "	" Containing Intelli - gence given by some of the Masters & people belonging to the Vessels that have been Seized here by the Kings Ships which I think it necessary their Lordships should be informed of ."																					
																								
		"Should the information of the Rebels Naval preparations be true "	" it is very probable some of thei "	" Cruizers may be sent into these Seas "	" where they undoubtedly might do a great deal of Mischief "	" in despight of the"																		
"Small Squadron"	"ORGANIZATION"	"under by"																						
"Command"	"ORGANIZATION"		" now weakened by the Hind 's going to"																					
"St Augustine"	"LOCATION"		" with the three Companies of the 60 Regiment "	" and the Lynx coming to"																				
"England"	"LOCATION"	0																						
																								
		"I therefore hope their Lordships will think proper to Order a Considerable Reinforcement of His Majesty 's Ships to this Station "	" and thereby enable me to Protect and Secure the British Islands from Insult "	" and likewise prevent the Rebels carrying on a pernicious & dangerous Traf - fick to the French "	" Dutch and Danish Islands "	" whose Inhabitants will readily give them such assistance as they may require "	" in return for the Provisions & Lumber carried there by American Vessels "	" of which they now stand in great need ."																
																								
		"- The 15th Instant Captain"																						
"Robert Keeler"	"PERSON"	"of His Majesty 's Ship Experi-ment -LRB- who has been very much indisposed from the time of his Arrival here -RRB- wrote me the inclosed Letter marked No 4 "	" requesting my"																					
"Permission to Exchange"	"ORGANIZATION"	"into His Majesty 's Sloop Lynx in Order to return to"																						
"England"	"LOCATION"	"to reestablish his health "	" which I have Complied with and Appointed Captain"																					
"Alexr Scott"	"PERSON"	"to Command His ~ ajest ~ 's Ship Experiment in his room "	" and flatter myself their Lordships will Approve of the Exchange ."																					
																								
		"The other Papers inclosed marked No 5 "	6	" & 7 are is "	" of the Appoint - ment and removal of Officers in the Squadron between the 1st October and AMERICAN THEATRE the 3lst December 1775 : The State & Condition and Disposition of His Majesty 's Ships and Vessels under my"																			
"Command"	"ORGANIZATION"		" which You will likewise please to Communicate to their Lordships ."																					
																								
		"I am Sir -LSB- & c. -RSB- Jams Young ."																						
																								
		"1 ."																						
																								
		"PRO "	" Admiralty 1/309 ."																					
																								
		"2 ."																						
																								
		"The list enclosed reads as follows : Sort ."																						
																								
		"of From Ships Names Masters Names Vessel whence When Sail 'd bound Lading"																						
"Killingsworth Thos"	"PERSON"		" Powditch Ship ."																					
																								
																								
"London"	"LOCATION"	"24th Septemr 1775 ."																						
																								
																								
"Boston"	"LOCATION"	0																						
																								
		"Provisionsfor the use from"																						
"Spithead"	"LOCATION"		" under "	" ' of the Kings Ships Convoy of the"																				
"Niger"	"LOCATION"		" 9 ."																					
																								
		"staGPned there ."																						
																								
		0																						
																								
		"parted Compy ."																						
																								
		"with ."																						
																								
		"the Convoy the 7th ."																						
																								
		"7 ."																						
																								
		0																						
																								
			0																					
																								
		"Octor ."																						
																								
		"& bore away for"																						
"Antigua"	"LOCATION"	"the 28th ."																						
																								
		"... ."																						
																								
		"I. Novr Arrived in St ."																						
																								
		". '"																						
																								
		". '"																						
																								
		0																						
																								
		"v"																						
"John"	"ORGANIZATION"	"'s"																						
"Antigua"	"LOCATION"	"the ' % "	" 22d December ."																					
																								
		"Manners"																						
"John Parkin"	"PERSON"	"Brig :"																						
"London"	"LOCATION"	0																						
																								
		"Do Do Provisions for the.use ."																						
																								
		"- ."																						
																								
		"of the Kings Troops ."																						
																								
		"Felicity"																						
"John Breen"	"PERSON"	0																						
																								
		"Ship . '"																						
																								
		"ohd don ."																						
																								
		"22d Octor 1775 from ' Do Provisions for the use the Downs "	" on the of the Kings Troops ."																					
																								
		"27th Octor off.the ."																						
																								
		"Out of 107 Sheep "	" "	" Stark alone "	" bad 92 have died ."																			
																								
		"- Weather Longs 40 ° 1 1 ' ."																						
																								
			" "	0																				
																								
		0																						
																								
		"Lat 4E0 which obliged him to bear away for"																						
"Antigua"	"LOCATION"	0																						
																								
		"Arrived there 30th Decemr ."																						
																								
		0																						
																								
			0																					
																								
																								
"Layton"	"PERSON"																							
"Robt"	"PERSON"	0																						
																								
																								
"Johnson"	"PERSON"	0																						
																								
		"Ship"																						
"London"	"LOCATION"	0																						
																								
		"15 Septemr 1775 ."																						
																								
		"from Do Provisions for the use "	0																					
																								
		"Spittiead "	" under Con - of the Kings Ships - voy of the"																					
"Phoenix"	"LOCATION"		0																					
																								
		0																						
																								
		"Station 'd ` there ."																						
																								
		0																						
																								
		0																						
																								
		0																						
																								
		"party Company with "	" "	" the Convoy 30 Septr ' 3 "	" ' . '"																			
																								
		". ''"																						
																								
		"in"																						
"Latd"	"LOCATION"	"45O Longd 18 "	0																					
																								
		0																						
																								
		0																						
																								
			0																					
																								
		0																						
																								
		0																						
																								
		0																						
																								
		"Wt - got upon the ."																						
																								
			0																					
																								
		0																						
																								
		"a Coast the 1st Novr and ."																						
																								
			0																					
																								
		0																						
																								
		"iA - "	0																					
																								
			" "	" : !"																				
																								
			0																					
																								
			0																					
																								
		"continued beating - ."																						
																								
		0																						
																								
		0																						
																								
		"there till the 18th and ' I ."																						
																								
		0																						
																								
		"then bore away for ."																						
																								
		0																						
																								
			" ... "	0																				
																								
			0																					
																								
		": ."																						
																								
		0																						
																								
		1	" ' ."																					
																								
		0																						
																								
																								
"Antigua"	"LOCATION"		" where she ."																					
																								
		0																						
																								
			0																					
																								
		0																						
																								
		0																						
																								
		0																						
																								
			" # ."																					
																								
		0																						
																								
			0																					
																								
		0																						
																								
		0																						
																								
		"Arrived the 20th De - ."																						
																								
		0																						
																								
		"^ cember. "	0																					
																								
		0																						
																								
			0																					
																								
		"Royal ~ em ~ e ."																						
																								
		"1st Novemr 1775 ."																						
																								
		0																						
																								
			" . '"																					
																								
		"~ o ~ ai ~ allast "																						
"Josa Kneeshea"	"PERSON"																							
"Pink"	"PERSON"	0																						
																								
																								
"Boston"	"LOCATION"	0																						
																								
		"~ nio ~ blis goiFg. : ."																						
																								
		0																						
																								
		0																						
																								
		". '"																						
																								
		0																						
																								
		0																						
																								
		"I !"																						
																								
		"for Hay forage for the ."																						
																								
			" ... ... "	0																				
																								
		"Kings Troops at "	" '"																					
"Boston"	"LOCATION"	0																						
																								
		0																						
																								
		"~ am7oGng : ."																						
																								
		"- ."																						
																								
		0																						
																								
		"+ ... - ... I. ."																						
																								
		". '"																						
																								
		": ."																						
																								
		0																						
																								
		": VICE ADMIRAL you ~ ."																						
																								
		"~ ."																						
																								
		"PHILIPSTEPHENS "																						
"JAMES"	"PERSON"	"TO I "	" : ."																					
																								
		0																						
																								
		0																						
																								
		"-LSB- ~ xtrat ` t -RSB- . '"																						
																								
		"arbou our"																						
"Antigua"	"LOCATION"	0																						
																								
		"n ~ n ~ lish "	" the 3d March 1776 ."																					
																								
		"No2 : . '"																						
																								
		0																						
																								
		"Sir in Addition to my ~ etterto You of this date marked NO ' 1 "	" I must far-ihki request will lay befdre my ' ~ oids ~ ~ ommis ~ ioners of the AdmitaIty the inclosed papersMarked No 1 ."																					
																								
		"2 : 3 ."																						
																								
		"& 4 ."																						
																								
		"- being copies of ~ ispatchesI received Express # rom Major General How -LSB- e -RSB- "	" and my ~ nsweithereto : how & er before thk Vip & ` could get ' to Sei ."																					
																								
		"with the two Victuallers F'had MARCH 1776 -157 proposed sending under her Convoy "	" The"																					
"Hawke Sloop"	"ORGANIZATION"		" Captain Robt Pal - liser"																					
"Cooper"	"PERSON"	"arrived here in distress "	" having on board Government Dis - patchers of very great importance "	" with which it was impossible she could proceed "	" having lost her Masts "	" Guns & c in bad Weather at Sea : In this Exigence "	" and having no Ship belonging to the"																	
"Squadron"	"ORGANIZATION"	"under my Com - mand "	" with me "	" I had no other alternative but to send them immediately to the Kings Naval Commander in Chief at"																				
"Boston"	"LOCATION"	"to be carried into execution by him ."																						
																								
		"I therefore Ordered Captain -LSB-"																						
"Samuel -RSB- Graves"	"PERSON"	"to take only One of the Victuallers under his Convoy "	" and proceed without a moments loss of time with her and the aforesaid dispatches to"																					
"Boston"	"LOCATION"	0																						
																								
		"Copies of my Orders to Captain Graves & Letters to him and Rear Admiral"																						
"Shuldham"	"PERSON"	"are inclosed and marked No 5 ."																						
																								
		"6 ."																						
																								
		"7 ."																						
																								
		"& 8 ."																						
																								
		"I have Ordered the Hawk Sloop to be refitted forthwith and propose giving her the Lynx 's Guns as None of the Weight the Hawk carries can be purchased here "	" and the Lynx 's Condition being very bad "	" makes it im - proper to keep her Out longer ."																				
																								
		"I therefore intend sending her to"																						
"England"	"LOCATION"	"with my ~ is ~ atches as soon as the Experiment and the Transports leave this place ."																						
																								
			" Jams Young ."																					
																								
		"-LSB- Endorsed -RSB- Rd 30-May ."																						
																								
		"1 ."																						
																								
		"PRO "	" Admiralty 11309 ."																					
																								
		"4 Mar. ."																						
																								
		"Monday "	" March 4th "	" - Cold morning ."																				
																								
		"Grows warmer ... : A number of transpoxt ships "	" convoyed by the Savage man of war "	" bound from"																				
"Halifax"	"LOCATION"	"to"																						
"Boston"	"LOCATION"		" put in here ."																					
																								
			" 1 ."																					
																								
																								
"Innis"	"PERSON"		" ed. "																					
"Perkins"	"PERSON"	"' Diary "	" I "	" 114 ."																				
																								
		0																						
																								
																								
"Boston Gazette"	"ORGANIZATION"		" MONDAY "	4	" 1776 MARCH"																			
"Watertown"	"LOCATION"		" March 4 "	" 1776 1 "	" Yesterday se ` nnight the Yankey Hero sent into"																			
"Newbury Port"	"LOCATION"		" another Prize "	" a fine Brig "	" of about 200 Tons burthen laden with coal : Cheese "	" & c. bound from"																		
"White Haven"	"LOCATION"		" foi the use of the Ministerial Butchers "	" under the command of General -LSB-"																				
"William -RSB- Howe"	"PERSON"	"governor of"																						
"Boston"	"LOCATION"	0																						
																								
		"This is the fifth prize out of eight which sail 'd from the above"																						
"Port"	"LOCATION"		" and we are in hopes of giving a good account of the three remaining ."																					
																								
			" 1 ."																					
																								
		"The brigantine"																						
"Nelly"	"PERSON"																							
"John Robinson"	"PERSON"		" master ."																					
																								
		"JOURNAL THE ' COMMITTEE TO BUILDTWOCONTINENTAL OF APPOINTED FRIGATES RHODE ISLAND IN -LSB-"																						
"Providence"	"LOCATION"	"-RSB- March 4 1776 Meeting in "	" being idcordin $ to Adjournment ' I 158 AMERICAN THEATRE Voted ."																					
																								
		"That the"																						
"Committee 's Treasurer pay Mr Cromwell Child One Hundred"	"ORGANIZATION"	"& twenty pounds Lawful Money in part pay for Timber & Iron Bot of him ."																						
																								
		"- Voted ."																						
																								
		"That the sum of Twenty four pounds seven shillings & 8 pence gd be paid to"																						
"Jabez Bowen"	"PERSON"	"out of the"																						
"Committee 's Treasury"	"ORGANIZATION"	"being the amount of his Accompt ."																						
																								
		"- Voted ."																						
																								
		"That the sum of One Hundred & Ninety eight pounds eleven shillings be paid Mr"																						
"John Brown"	"PERSON"	"out of the"																						
"Committee 's Treasury"	"ORGANIZATION"	"it being for Duck Bot of him - Reckoning -LSB- blank -RSB- Meeting adjourn 'd to Wednesday Evening - 1 ."																						
																								
		"Journal R.I. Frigates "	" RIHS ."																					
																								
		"DEPOSITION"																						
"STARR"	"PERSON"	"OF GEORGE AND"																						
"GILES"	"PERSON"	"SAGE Colony of"																						
"Connecticut Hartford County"	"LOCATION"	"ss - Be it remembered that on this fourth day of March in the Year of our Lord one ` Thousand seven ~ undred and seventy six personally came and ap - peared before me"																						
"Titus Hosmer"	"PERSON"																							
"Esqr"	"PERSON"	"one of his Majesties Justices of the peace for said County Captains"																						
"George Starr"	"PERSON"	"and"																						
"Giles Sage"	"PERSON"	"both of said"																						
"Middletown"	"LOCATION"	"in said County "	" and being duly sworn to declare the Truth upon their Oaths depose and say "	" and first the said"																				
"George Starr"	"PERSON"	"saith that in May last at said"																						
"Middletown"	"LOCATION"	"he carefully examined the"																						
"Brigantine Polly Burthen"	"LOCATION"	"about on6 Hundred and Ten Tons then owned by"																						
"Messrs Mat"	"PERSON"	"- thew"																						
"Talcott Esqr"	"PERSON"	"and"																						
"Jeremiah Wadsworth"	"PERSON"	"with her appurtenances "	" being upon a Treaty for the purchase of the same and that he then judged her to be worth Five Hundred and Fifty pounds lawful1 Money and that he verily believes that at the"																					
"Time"	"ORGANIZATION"	"she is said to have been taken "	" on the 20th of Sep - tember last by the Nautilus Man of War "	" making proper Allowance for her Wear and Tare on her voyage betwixt said Months of May and September that she was well worth Five Hundred Pounds lawful1 Money "	" and further he saith not ."																			
																								
		"and the said"																						
"Giles Sage"	"PERSON"	"upon his Oath deposeth and saith that sometime in the Month of May last he was appointed by said"																						
"Talcott"	"PERSON"	"and ~ adswbrth Master of theii said"																						
"Brigantine"	"LOCATION"		" the"																					
"Polly"	"PERSON"		" and on the 12th day of June last sailed in her from the port of"																					
"New London"	"LOCATION"	"with a Cargo of Horses "	" provisions and Lumber "	" shipped partly by said Owners and partly by sundry other for"																				
"Kingston"	"ORGANIZATION"	"in the Island of"																						
"Jamaica"	"LOCATION"	"in the - "																						
"West Indies"	"LOCATION"	"where he arrived on the 6th day of July last "	" That he continued at"																					
"Kingston"	"LOCATION"	"from that"																						
"Time"	"ORGANIZATION"	"till the 20th day of August following and in that"																						
"Time"	"ORGANIZATION"	"sold the Cargo of said"																						
"Briga"	"PERSON"		" and laid out the neat proceeds in the purchase of the produce of sd Island and other Merchandize "	" & laded the same on board sd"																				
"Briga"	"PERSON"		" cleared her out at the"																					
"Custom House"	"ORGANIZATION"	"for"																						
"New York"	"LOCATION"		" and on sd 20th day of August sailed from"																					
"Kingston"	"LOCATION"	"for"																						
"New York"	"LOCATION"	"- the De - ponent farther says that on his passage from"																						
"Kingston"	"LOCATION"	"to"																						
"New York"	"LOCATION"	"on the 20th day of Septemr Last being in Soundings & not far from Land "	" about"																					
"South West"	"LOCATION"	"from"																						
"Montauk"	"LOCATION"		" and South from"																					
"Long Island"	"LOCATION"		" standing In for MARCH 1776"																					
"New York"	"LOCATION"		" we fell in with his"																					
"Majesties Ship Nautilus"	"ORGANIZATION"		" Commandd by Capt"																					
"John Collins"	"PERSON"	"who immediately fired three Guns at us to bring us to "	" and hoisted out her pinnace and sent her with a Number of Armed Men on board the"																					
"Briga"	"PERSON"		" took said"																					
"Briga"	"PERSON"	"into his possession "	" & took this Deponent "	" and all his"																				
"Mariners"	"ORGANIZATION"		" the mate excepted out of sd"																					
"Briga"	"PERSON"		" & put a prize Master & Seamen on board in their stead and then stood away for"																					
"Newport Rhode Island"	"LOCATION"	"with said"																						
"Briga"	"PERSON"	"in Company ."																						
																								
		"This Deponent also saith that he judged said"																						
"Brigantine"	"LOCATION"	"and her Ap - purtenances at the"																						
"Time"	"ORGANIZATION"	"she was taken as aforesaid to be well worth Five Hundred pounds lawful1 Money "	" and that her Cargo consisted of the several Articles particularly enumerated & sett down in the foregoing Account on this Sheet of paper "	"2 that the same were the property of the several persons therein mentioned "	" and that "	" to the best of his Knowlege and Belief "	" the same would have ben worth the prices thereto set and affixed amounting in the whole to twenty five Hundred thirty four pounds nineteen Shillings and two pence lawfull Money had he been permitted to carry-them into the port for which said"																	
"Briga"	"PERSON"	"was destined ."																						
																								
		"This Deponent farther says that at"																						
"Newport"	"LOCATION"	"the Mate"																						
"Josiah Lee"	"PERSON"		" was by Order of Capt"																					
"Collins"	"PERSON"	"taken out of sd"																						
"Briga"	"PERSON"	"and confined in"																						
"Irons"	"LOCATION"	"on board the"																						
"Nautilus"	"ORGANIZATION"		" and continued loaded with"																					
"Irons"	"PERSON"	"eleven Weeks after - wards "	" & then was put on board his Majesties Ship the"																					
"Boyne"	"LOCATION"		" and sent to"																					
"England"	"LOCATION"	0																						
																								
		"- The pretence for this Severe Usage was an Information from a"																						
"Mariner"	"ORGANIZATION"	"put on board the"																						
"Briga"	"PERSON"	"that two other of sd"																						
"Mariners"	"ORGANIZATION"	"had sollicited him to join with them to rescue sd"																						
"Briga"	"PERSON"	"and likewise told him that sd"																						
"Lee"	"PERSON"	"would join with them "	" which Charge the accused Seamen denied & declared sd"																					
"Lee"	"PERSON"	"never did say anything to them upon the Subject "	" & sd"																					
"Lee"	"PERSON"	"likewise denied that he had any Knowlege of a Design to rescue sd"																						
"Briga"	"PERSON"	"or that he had ever said any thing upon the Subject to any person whatsoever The deponent farther says that after the Arrival of said briga in the"																						
"Harbour"	"LOCATION"	"of"																						
"Boston"	"LOCATION"		" she was libelled before"																					
"Nathl Hatch Esqr"	"PERSON"	"Deputy Judge of the Admiralty "	" and after a long time condemned "	" but for what Cause this Deponent is ignorant "	" it was indeed given out that some Cotton wool he had on board was not shipped agreably to the provisions of the Act of Naviga - tion "	" but of this the Deponent was ignorant "	" he having cleared out sd"																	
"Briga"	"PERSON"	"in"																						
"Jamaica"	"LOCATION"		" as he had usually done in former Voyages "	" when no Exception had been taken either in the"																				
"West Indies"	"LOCATION"	"or here in the Custom Houses on the Continent The deponent farther says that he continued & was detained in"																						
"Boston"	"LOCATION"	"till about the 10th day of December last "	" when upon being informed by"																					
"Capt Collins"	"PERSON"	"that he had Orders from the Admiral to put him on board the"																						
"Preston"	"PERSON"	"then bound for"																						
"England"	"LOCATION"		" as soon as the sales of the"																					
"Briga"	"PERSON"	"and her Cargo were closed "	" he found Means to make his Escape to"																					
"Dorchester"	"LOCATION"	"point "	" and from thence returnd Home finally this Deponent says that the Crew of said"																					
"Brigantine"	"LOCATION"	"when taken consisted of"																						
"Josiah Lee"	"PERSON"		" Mate "																					
"Eleazer"	"PERSON"	"read well "	" ^"																					
"Jabez Perkins"	"PERSON"																							
"John Pike"	"PERSON"																							
"John Hall"	"PERSON"																							
"Noadiah Bailey"	"PERSON"																							
"Jeremiah Fullerton"	"PERSON"		" and this Deponent "	" of 160 AMERICAN THEATRE which sd"																				
"Eleazer Treadwell &"	"ORGANIZATION"	"this Deponent have made their Escape "	" and the rest are yet detained in"																					
"Captivity"	"LOCATION"	"- and farther this Deponent saith not ."																						
																								
																								
"George Starr Giles"	"PERSON"	"Sage Sworn the Day and Year above written before Me Titus"																						
"Hosmer"	"PERSON"		" Justs Pace 1 ."																					
																								
		"Papers CC -LRB-"																						
"Connecticut"	"LOCATION"	"State Papers "	" 1775-89 -RRB- "	66	" I "	" 145-46 "	" NA ."																	
																								
		"2 ."																						
																								
		"Ibid. "	" the total loss of vessel and cargo "	" according to the appended detailed account "	" was # 3"	"034 ."																		
																								
		".19 ."																						
																								
		".2 ."																						
																								
		"3 ."																						
																								
		"See"																						
"Treadwell"	"PERSON"	"'s deposition "	" March 2 "	" 1776 ."																				
																								
		"-LSB-"																						
"New York"	"LOCATION"	"-RSB- Die Lunae "	" A.M. March 4th "	" 1776 ."																				
																								
		"Mr. -LSB-"																						
"John Sloss"	"PERSON"	"-RSB-"																						
"Hobart"	"LOCATION"		" from the committee appointed on Saturday last to call on Genl ."																					
																								
																								
"Lee"	"PERSON"		" to know the reason of the firing "	" by the troops on persons coming to or going out of this city "	" and the reason of the interrup - tionigiven to the persons having passports from this"																			
"Congress"	"ORGANIZATION"		" delivered in their report in the words following "	" to wit : The purport of the conversation betyeen ~ eneral"																				
"Lee"	"PERSON"	"and the committee Genl ."																						
																								
																								
"Lee"	"PERSON"	"says that he inhibited the communication with the ships of war and the Dutchess of"																						
"Gordon"	"PERSON"		" becaust he was informed that Govr ."																					
																								
																								
"Tryon"	"PERSON"	"had seized a quantity of flour coming to this mar - ket "	" which he considered as a breach of the compact "	" which though not perhaps expressly made "	" yet was undoubtedly implied "	" that while we continued to supply them with provisions "	" they would not obstruct any coming to this market "	" that he wished the Con - gress would write to Govr ."																
																								
																								
"Tryon"	"PERSON"		" and demand an explanation of his conduct "	" that if they should prefer the mode "	" he would write himself "	" that if upon settling the matter the"																		
"Congress"	"ORGANIZATION"	"should in - cline to continue the daily supplies of provisions "	" he would give the necessary orders to the port-guard "	" provided no person from the shore should be allowed.to go on board the said ships "	" nor any per - son to come on shore from the same "	" as he could not permit a per - sonal communication to be any longer kept up ."																		
																								
		"And as to the firing on the boats he assured the committee "	" that it was entirely owing to a misconstruction of his general orders "	" that if the Con - gress or any individual would draw up a set of instructions for the direction of the port-guard "	" that shall effectually prevent such in - convenience for the future "	" he would readily sign it ."																		
																								
																								
"Die Lunae"	"PERSON"		" 3 h0.P.M ."																					
																								
		"March 4th "	" 1776 ."																					
																								
		"A letter from Major-Genl ."																						
																								
																								
"Lee"	"PERSON"		" bearing date this day "	" was read and filed "	" and is in the words following "	" to wit : MARCH 1776 March 4th "	" 1776 ."																	
																								
		"Sir - The letters I received last night from the Commander-in - Chief and Gen."																						
"Green"	"PERSON"	"were unfortunately thrown into the fire "	" but according to the best of my recollection the reasons given by the generals for surmising "	" or rather concluding "	" that it was the inten - tion of the enemy to evacuate"																			
"Boston"	"LOCATION"		" were these : That they had withdrawn their mortars and heavy cannon from Bunker 's"																					
"Hill"	"PERSON"	"and"																						
"Charlestown"	"LOCATION"		" that their transports were hauled in to the wharves "	" that some people "	" who had left the town lately "	" declared that the officers ' baggage was sent on board "	" in short "	" it is from every cir - cumstance concluded by those who are before the place "	" and those who have lately left the place that they are soon to abandon"															
"Bos"	"ORGANIZATION"	"- ton "	" and that consequently they will attempt to establish themselves here ."																					
																								
		"May I "	" sir "	" take the liberty to express my uneasi - ness on a subject "	" which is more properly a matter of consideration for the"																			
"Congress"	"ORGANIZATION"	"- the liberation of the notorious enemies of liberty and their country "	" on giving bonds for their good behaviour "	" appears to me "	" in our present situation "	" extremely ill imagined "	" it is so far from a security "	" that it is rather adding virus to their malignancy "	" the first body of troops that arrives will cancel those bonds - some vigorous decisive mode must be now adopted of discovering on whom you may depend - on whom not - the crisis will admit of no procrastination ."															
																								
		"I can not "	" therefore "	" help wish - ing for the common safety and the honour of this Province "	" in particular "	" that some test may be immediately offered that we may be enabled to distinguish our friends from our foes - the latter must not and can not be suffered to remain within your walls to co-operate with those without in working your destruc - tion ."																		
																								
		"I am "	" sir -LSB- & c. -RSB-"																					
"Charles Lee"	"PERSON"	0																						
																								
		"To Col."																						
"-LSB- Nathaniel -RSB- Woodhull"	"PERSON"		" President of the"																					
"Provincial Congress"	"ORGANIZATION"	0																						
																								
		"Mr.Hobard "	" from the committee appointed to consider of the intelli - gence received from Major-Genl ."																					
																								
																								
"Lee"	"PERSON"		" by his letter above mentioned "	" deliv - ered in their report "	" which was read "	" and the same being read a second time "	" paragraph by paragraph "	" and amended "	" was approved of and unanimously agreed to in the words following "	" to wit : Your committee beg leave to report the following resolves ... 6th ."														
																								
		"That a letter be wrote to the committees of Sout -LSB- h -RSB-"																						
"Hampton"	"PERSON"	"and"																						
"East Hampton"	"LOCATION"	"in"																						
